student_id,first_name,last_name,email,date_of_birth,phone,address,faculty,major,year_of_study,enrollment_date,status,campus
UJ2024155,David,Martin,david.martin@student.uj.ac.za,2002-06-24,2760572348,"621 Street, DFC Campus",FEBE,Mechanical Engineering,1,2020-04-25,SUSPENDED,DFC
UJ2024156,Tumelo,Gonzalez,tumelo.gonzalez@student.uj.ac.za,2004-06-06,2774988308,"497 Street, SWC Campus",FLM,Legal Studies,4,2023-07-10,ACTIVE,SWC
UJ2024157,Yanga,Turner,yanga.turner@student.uj.ac.za,2004-03-06,2766573720,"188 Street, SWC Campus",FCBE,Business Administration,1,2023-12-28,ACTIVE,SWC
UJ2024158,Olwethu,Hughes,olwethu.hughes@student.uj.ac.za,2002-07-24,2725313986,"453 Street, APB Campus",FCBE,Business Administration,1,2020-03-26,ACTIVE,APB
UJ2024159,Unathi,Lewis,unathi.lewis@student.uj.ac.za,2005-12-26,2722209274,"345 Street, APK Campus",FEBE,Computer Engineering,2,2021-04-28,ACTIVE,APK
UJ2024160,Unathi,Long,unathi.long@student.uj.ac.za,2006-05-12,2794872523,"704 Street, SWC Campus",FMS,Biochemistry,3,2023-02-09,ACTIVE,SWC
UJ2024161,Qinisela,Jenkins,qinisela.jenkins@student.uj.ac.za,2004-02-18,2774435416,"583 Street, APK Campus",FADA,Architecture,4,2021-09-12,GRADUATED,APK
UJ2024162,Lerato,Williams,lerato.williams@student.uj.ac.za,1999-09-09,2794744971,"42 Street, APB Campus",FMS,Microbiology,4,2020-03-23,GRADUATED,APB
UJ2024163,Unathi,Thomas,unathi.thomas@student.uj.ac.za,1999-01-09,2720860379,"860 Street, APB Campus",FNS,Public Health,4,2020-05-15,ACTIVE,APB
UJ2024164,Abigail,Roberts,abigail.roberts@student.uj.ac.za,1999-12-24,2778455356,"631 Street, DFC Campus",FHSS,Political Science,1,2021-03-01,ACTIVE,DFC
UJ2024165,Robert,Flores,robert.flores@student.uj.ac.za,2006-11-10,2762097033,"617 Street, APB Campus",FNS,Public Health,1,2023-11-22,ACTIVE,APB
UJ2024166,Isaiah,Lewis,isaiah.lewis@student.uj.ac.za,2003-08-08,2785227410,"62 Street, APB Campus",FHSS,Psychology,3,2020-02-26,ACTIVE,APB
UJ2024167,Naledi,Perry,naledi.perry@student.uj.ac.za,1999-07-23,2775463342,"476 Street, SWC Campus",FCBE,Accounting,2,2023-06-02,ACTIVE,SWC
UJ2024168,Queency,Turner,queency.turner@student.uj.ac.za,2000-09-07,2772680868,"611 Street, APK Campus",FHES,Dentistry,1,2020-02-02,ACTIVE,APK
UJ2024169,James,Anderson,james.anderson@student.uj.ac.za,2000-08-28,2748130622,"943 Street, SWC Campus",FMS,Biochemistry,3,2022-07-28,ACTIVE,SWC
UJ2024170,Qinisela,Coleman,qinisela.coleman@student.uj.ac.za,2006-02-26,2737020197,"77 Street, SWC Campus",FCBE,Economics,4,2021-05-27,GRADUATED,SWC
UJ2024171,Elias,Rodriguez,elias.rodriguez@student.uj.ac.za,2003-11-23,2786097203,"759 Street, APB Campus",FHES,Dentistry,4,2022-11-07,GRADUATED,APB
UJ2024172,Kgosi,Garcia,kgosi.garcia@student.uj.ac.za,1999-05-02,2726134932,"553 Street, APK Campus",FLM,Law,1,2021-10-01,ACTIVE,APK
UJ2024173,Abigail,King,abigail.king@student.uj.ac.za,2002-02-14,2776547889,"707 Street, APK Campus",FNS,Nursing,3,2021-09-14,ACTIVE,APK
UJ2024174,Zukisa,Murphy,zukisa.murphy@student.uj.ac.za,2000-04-17,2768824637,"990 Street, SWC Campus",FCBE,Business Administration,4,2020-11-01,ACTIVE,SWC
UJ2024175,Gugu,Torres,gugu.torres@student.uj.ac.za,2002-11-28,2730266004,"33 Street, SWC Campus",FHSS,Social Work,1,2023-09-09,ACTIVE,SWC
UJ2024176,Rebecca,Martinez,rebecca.martinez@student.uj.ac.za,2003-07-20,2767388869,"401 Street, APB Campus",FHSS,Social Work,3,2022-08-01,ACTIVE,APB
UJ2024177,Palesa,Perry,palesa.perry@student.uj.ac.za,1999-08-17,2746193867,"545 Street, APB Campus",FLM,Criminology,3,2022-05-26,ACTIVE,APB
UJ2024178,Catherine,Price,catherine.price@student.uj.ac.za,2001-05-16,2772965862,"872 Street, APK Campus",FADA,Graphic Design,3,2022-07-15,ACTIVE,APK
UJ2024179,Mbali,Lewis,mbali.lewis@student.uj.ac.za,2001-05-27,2721136513,"710 Street, APK Campus",FCBE,Finance,2,2021-03-12,ACTIVE,APK
UJ2024180,Robert,Bailey,robert.bailey@student.uj.ac.za,2001-02-20,2771508637,"172 Street, APK Campus",FLM,Legal Studies,4,2023-03-25,ACTIVE,APK
UJ2024181,Jabulani,Petersen,jabulani.petersen@student.uj.ac.za,2003-04-28,2784208504,"893 Street, SWC Campus",FADA,Urban Planning,4,2023-01-15,GRADUATED,SWC
UJ2024182,Mbali,Edwards,mbali.edwards@student.uj.ac.za,2002-03-18,2748234249,"64 Street, APB Campus",FLM,Law,4,2020-03-26,ACTIVE,APB
UJ2024183,Abigail,Turner,abigail.turner@student.uj.ac.za,1999-08-24,2732902335,"352 Street, SWC Campus",FHSS,Social Work,4,2020-03-02,ACTIVE,SWC
UJ2024184,Zukisa,Collins,zukisa.collins@student.uj.ac.za,2002-07-22,2772715795,"917 Street, DFC Campus",FEBE,Mechanical Engineering,1,2021-06-27,ACTIVE,DFC
UJ2024185,Cebo,Peterson,cebo.peterson@student.uj.ac.za,2006-01-07,2744277359,"987 Street, APK Campus",FADA,Urban Planning,1,2023-08-19,ACTIVE,APK
UJ2024186,Xavier,Ndlovu,xavier.ndlovu@student.uj.ac.za,1999-09-26,2716642117,"920 Street, SWC Campus",FEBE,Computer Engineering,1,2022-08-18,ACTIVE,SWC
UJ2024187,Jabulani,Ward,jabulani.ward@student.uj.ac.za,2002-08-20,2714436607,"879 Street, APB Campus",FEDU,Education,4,2020-04-20,ACTIVE,APB
UJ2024188,James,Walker,james.walker@student.uj.ac.za,1999-05-22,2712091282,"67 Street, APK Campus",FLM,Criminology,4,2021-09-07,ACTIVE,APK
UJ2024189,Isaiah,Price,isaiah.price@student.uj.ac.za,2003-07-04,2773982634,"575 Street, DFC Campus",FCBE,Economics,1,2023-10-22,ACTIVE,DFC
UJ2024190,Bonga,Bryant,bonga.bryant@student.uj.ac.za,2000-09-07,2760394158,"974 Street, APK Campus",FHSS,Social Work,3,2021-09-14,ACTIVE,APK
UJ2024191,Lerato,Bennett,lerato.bennett@student.uj.ac.za,1999-05-22,2717336613,"188 Street, APB Campus",FHES,Physiotherapy,4,2022-03-04,SUSPENDED,APB
UJ2024192,Xola,Mkhize,xola.mkhize@student.uj.ac.za,2002-08-21,2778957027,"520 Street, APB Campus",FLM,Forensic Science,1,2020-02-26,ACTIVE,APB
UJ2024193,Bongani,Hughes,bongani.hughes@student.uj.ac.za,2004-02-17,2774826759,"796 Street, SWC Campus",FMS,Medical Science,1,2023-09-26,ACTIVE,SWC
UJ2024194,Sipho,Washington,sipho.washington@student.uj.ac.za,2004-10-12,2798205095,"111 Street, DFC Campus",FHES,Dentistry,1,2021-06-04,ACTIVE,DFC
UJ2024195,Nandi,Wright,nandi.wright@student.uj.ac.za,2006-01-02,2716169287,"759 Street, APB Campus",FHES,Pharmacy,2,2020-03-16,ACTIVE,APB
UJ2024196,James,Nelson,james.nelson@student.uj.ac.za,2001-04-05,2774345137,"786 Street, APK Campus",FADA,Interior Design,3,2022-01-09,ACTIVE,APK
UJ2024197,Thomas,Ward,thomas.ward@student.uj.ac.za,2004-09-04,2737910543,"164 Street, DFC Campus",FNS,Nursing,3,2021-01-06,SUSPENDED,DFC
UJ2024198,Naledi,Patterson,naledi.patterson@student.uj.ac.za,2006-11-01,2786703167,"535 Street, SWC Campus",FLM,Law,4,2022-07-19,ACTIVE,SWC
UJ2024199,Odwa,Wilson,odwa.wilson@student.uj.ac.za,2001-01-28,2744163279,"10 Street, APK Campus",FCBE,Business Administration,3,2023-12-16,ACTIVE,APK
UJ2024200,Grace,Taylor,grace.taylor@student.uj.ac.za,1999-09-05,2735797733,"494 Street, APK Campus",FHSS,Psychology,1,2020-04-17,ACTIVE,APK
UJ2024201,Yvonne,Martin,yvonne.martin@student.uj.ac.za,2003-02-18,2775529072,"585 Street, SWC Campus",FMS,Genetics,3,2021-05-26,ACTIVE,SWC
UJ2024202,Queency,Peterson,queency.peterson@student.uj.ac.za,2003-03-05,2760208009,"457 Street, DFC Campus",FHES,Dentistry,2,2021-07-18,ACTIVE,DFC
UJ2024203,Mandla,Hall,mandla.hall@student.uj.ac.za,1999-09-27,2718349933,"298 Street, SWC Campus",FHSS,Political Science,1,2021-04-15,ACTIVE,SWC
UJ2024204,David,Howard,david.howard@student.uj.ac.za,1999-01-21,2799882606,"208 Street, SWC Campus",FHSS,Social Work,4,2021-10-22,GRADUATED,SWC
UJ2024205,Xola,Patterson,xola.patterson@student.uj.ac.za,2004-03-20,2786387165,"624 Street, APB Campus",FHES,Pharmacy,1,2021-11-10,ACTIVE,APB
UJ2024206,Michael,Thompson,michael.thompson@student.uj.ac.za,2005-05-15,2761258731,"357 Street, APK Campus",FNS,Nursing,1,2021-03-07,ACTIVE,APK
UJ2024207,Pulane,Gonzalez,pulane.gonzalez@student.uj.ac.za,2003-03-06,2749897212,"411 Street, SWC Campus",FADA,Urban Planning,1,2023-02-27,ACTIVE,SWC
UJ2024208,Ursula,Thomas,ursula.thomas@student.uj.ac.za,2003-04-06,2777843607,"47 Street, DFC Campus",FHES,Medical Science,4,2021-02-13,ACTIVE,DFC
UJ2024209,Benjamin,Hill,benjamin.hill@student.uj.ac.za,2005-11-10,2736581304,"474 Street, APK Campus",FHSS,Anthropology,2,2021-02-26,ACTIVE,APK
UJ2024210,Michael,Rodriguez,michael.rodriguez@student.uj.ac.za,2000-10-26,2716620841,"421 Street, APB Campus",FCBE,Marketing,2,2022-01-25,ACTIVE,APB
UJ2024211,Queency,Henderson,queency.henderson@student.uj.ac.za,2005-06-06,2711917986,"156 Street, SWC Campus",FLM,Forensic Science,1,2023-12-12,ACTIVE,SWC
UJ2024212,Amahle,Davis,amahle.davis@student.uj.ac.za,2004-05-28,2748404183,"452 Street, DFC Campus",FHSS,Political Science,1,2022-04-26,ACTIVE,DFC
UJ2024213,Yvonne,Bailey,yvonne.bailey@student.uj.ac.za,2001-07-26,2795354261,"520 Street, DFC Campus",FADA,Fine Arts,3,2023-01-24,ACTIVE,DFC
UJ2024214,Amahle,Morgan,amahle.morgan@student.uj.ac.za,2004-05-13,2741601702,"283 Street, APK Campus",FCBE,Economics,1,2021-12-13,ACTIVE,APK
UJ2024215,Thulisile,Hill,thulisile.hill@student.uj.ac.za,2000-02-15,2785306003,"390 Street, APB Campus",FNS,Public Health,1,2020-11-27,ACTIVE,APB
UJ2024216,Qinisela,Robinson,qinisela.robinson@student.uj.ac.za,2006-12-06,2787898670,"134 Street, DFC Campus",FCBE,Finance,2,2022-08-25,ACTIVE,DFC
UJ2024217,Hlengiwe,Mitchell,hlengiwe.mitchell@student.uj.ac.za,1999-06-25,2724446209,"892 Street, DFC Campus",FCBE,Marketing,1,2020-04-03,ACTIVE,DFC
UJ2024218,Olwethu,Anderson,olwethu.anderson@student.uj.ac.za,2003-01-12,2723303860,"126 Street, DFC Campus",FEDU,Early Childhood Development,3,2023-10-01,ACTIVE,DFC
UJ2024219,Catherine,Gray,catherine.gray@student.uj.ac.za,2005-09-25,2714287169,"792 Street, APB Campus",FLM,Law,3,2020-09-19,ACTIVE,APB
UJ2024220,Grace,Long,grace.long@student.uj.ac.za,2000-09-23,2714455529,"177 Street, APK Campus",FHES,Medical Science,1,2021-03-16,ACTIVE,APK
UJ2024221,Masego,Hernandez,masego.hernandez@student.uj.ac.za,2002-08-21,2774923520,"823 Street, DFC Campus",FHSS,Sociology,3,2022-06-26,ACTIVE,DFC
UJ2024222,Mandla,Wilson,mandla.wilson@student.uj.ac.za,2004-12-09,2711326088,"680 Street, APB Campus",FCBE,Business Administration,1,2022-11-25,ACTIVE,APB
UJ2024223,Abigail,Cox,abigail.cox@student.uj.ac.za,2004-10-26,2797491076,"515 Street, DFC Campus",FEBE,Electrical Engineering,3,2022-10-15,ACTIVE,DFC
UJ2024224,Zinhle,Bell,zinhle.bell@student.uj.ac.za,2003-03-15,2754049745,"923 Street, APK Campus",FEBE,Electrical Engineering,4,2020-09-17,ACTIVE,APK
UJ2024225,Zanele,Perry,zanele.perry@student.uj.ac.za,2005-01-21,2765242087,"421 Street, DFC Campus",FNS,Health Administration,2,2022-01-15,ACTIVE,DFC
UJ2024226,Queen,Allen,queen.allen@student.uj.ac.za,2005-10-21,2740732238,"369 Street, APB Campus",FMS,Biochemistry,1,2022-12-02,ACTIVE,APB
UJ2024227,Vuyo,Smith,vuyo.smith@student.uj.ac.za,2003-06-04,2791906493,"474 Street, APB Campus",FEDU,Curriculum Studies,1,2021-11-04,ACTIVE,APB
UJ2024228,Odwa,Clark,odwa.clark@student.uj.ac.za,2004-10-28,2710227725,"682 Street, DFC Campus",FEBE,Civil Engineering,2,2021-01-27,ACTIVE,DFC
UJ2024229,Kgosi,Martin,kgosi.martin@student.uj.ac.za,2000-10-15,2712985320,"876 Street, DFC Campus",FNS,Nursing,1,2021-11-20,ACTIVE,DFC
UJ2024230,Samkelisiwe,Perry,samkelisiwe.perry@student.uj.ac.za,2001-06-15,2720113057,"258 Street, APB Campus",FLM,Law,1,2022-12-13,ACTIVE,APB
UJ2024231,Qinisela,Morgan,qinisela.morgan@student.uj.ac.za,2004-05-25,2717222042,"121 Street, SWC Campus",FCBE,Marketing,2,2022-03-01,ACTIVE,SWC
UJ2024232,Grace,Robinson,grace.robinson@student.uj.ac.za,2005-11-01,2748769949,"162 Street, APB Campus",FEDU,Special Needs Education,3,2022-03-26,ACTIVE,APB
UJ2024233,Qinisela,Brooks,qinisela.brooks@student.uj.ac.za,2001-03-16,2786620377,"217 Street, DFC Campus",FEBE,Mechanical Engineering,1,2021-09-24,ACTIVE,DFC
UJ2024234,Leroy,Simmons,leroy.simmons@student.uj.ac.za,2000-01-21,2753959297,"686 Street, DFC Campus",FADA,Fine Arts,4,2021-01-25,GRADUATED,DFC
UJ2024235,Ursula,Cook,ursula.cook@student.uj.ac.za,1999-03-13,2753685302,"681 Street, SWC Campus",FLM,Forensic Science,4,2021-03-07,ACTIVE,SWC
UJ2024236,David,Mitchell,david.mitchell@student.uj.ac.za,2001-01-14,2788028263,"391 Street, DFC Campus",FHES,Pharmacy,2,2022-07-22,ACTIVE,DFC
UJ2024237,Michael,Mkhize,michael.mkhize@student.uj.ac.za,2006-06-17,2719348365,"723 Street, SWC Campus",FNS,Midwifery,4,2022-11-14,GRADUATED,SWC
UJ2024238,Thabang,Martin,thabang.martin@student.uj.ac.za,2001-03-08,2714108824,"688 Street, SWC Campus",FHES,Nursing,3,2023-03-09,ACTIVE,SWC
UJ2024239,Christopher,Jenkins,christopher.jenkins@student.uj.ac.za,2002-09-12,2769353576,"219 Street, DFC Campus",FMS,Biochemistry,2,2020-12-21,ACTIVE,DFC
UJ2024240,Rorisang,Foster,rorisang.foster@student.uj.ac.za,2006-12-05,2745085501,"99 Street, APB Campus",FNS,Midwifery,2,2020-03-01,ACTIVE,APB
UJ2024241,Lerato,Carter,lerato.carter@student.uj.ac.za,2002-05-02,2721827508,"869 Street, SWC Campus",FEBE,Electrical Engineering,1,2022-10-10,ACTIVE,SWC
UJ2024242,Queency,Lopez,queency.lopez@student.uj.ac.za,2001-09-27,2782183339,"498 Street, DFC Campus",FADA,Graphic Design,4,2022-07-24,ACTIVE,DFC
UJ2024243,Xola,Simmons,xola.simmons@student.uj.ac.za,2002-07-06,2791125268,"74 Street, SWC Campus",FEDU,Education,2,2020-11-04,ACTIVE,SWC
UJ2024244,Celimpilo,Price,celimpilo.price@student.uj.ac.za,2002-04-20,2764144375,"1 Street, SWC Campus",FHSS,Political Science,2,2022-10-06,ACTIVE,SWC
UJ2024245,Vusumuzi,Cox,vusumuzi.cox@student.uj.ac.za,2006-09-06,2776568686,"50 Street, APK Campus",FNS,Public Health,4,2022-05-03,GRADUATED,APK
UJ2024246,Lungile,Richardson,lungile.richardson@student.uj.ac.za,2002-04-24,2770674286,"939 Street, DFC Campus",FLM,Criminology,2,2022-09-21,ACTIVE,DFC
UJ2024247,Thabang,Roberts,thabang.roberts@student.uj.ac.za,2005-11-22,2780040766,"87 Street, APB Campus",FMS,Medical Science,3,2020-01-21,ACTIVE,APB
UJ2024248,Kgosi,Powell,kgosi.powell@student.uj.ac.za,1999-07-27,2729576758,"113 Street, DFC Campus",FADA,Architecture,3,2020-04-21,ACTIVE,DFC
UJ2024249,Nompumelelo,Williams,nompumelelo.williams@student.uj.ac.za,2005-12-18,2713807971,"354 Street, APK Campus",FHES,Pharmacy,1,2022-11-05,ACTIVE,APK
UJ2024250,Bhekumuzi,Richardson,bhekumuzi.richardson@student.uj.ac.za,2002-06-25,2779509316,"347 Street, APK Campus",FADA,Graphic Design,3,2020-02-12,ACTIVE,APK
UJ2024251,Johan,Ward,johan.ward@student.uj.ac.za,2005-07-17,2799563184,"234 Street, APB Campus",FADA,Fine Arts,3,2020-06-15,ACTIVE,APB
UJ2024252,Jabulani,Wood,jabulani.wood@student.uj.ac.za,2003-09-06,2783247345,"520 Street, APB Campus",FCBE,Finance,2,2020-07-11,ACTIVE,APB
UJ2024253,James,Cook,james.cook@student.uj.ac.za,2002-04-20,2759903990,"554 Street, DFC Campus",FHES,Nursing,2,2023-01-05,ACTIVE,DFC
UJ2024254,Welcome,Murphy,welcome.murphy@student.uj.ac.za,2003-08-25,2723544392,"161 Street, APB Campus",FHSS,Sociology,3,2020-11-21,SUSPENDED,APB
UJ2024255,Omphemetse,Parker,omphemetse.parker@student.uj.ac.za,2002-11-21,2713508621,"508 Street, APB Campus",FNS,Midwifery,2,2023-06-18,ACTIVE,APB
UJ2024256,Mbali,Martinez,mbali.martinez@student.uj.ac.za,2002-10-11,2727425556,"602 Street, SWC Campus",FHES,Nursing,1,2023-07-23,ACTIVE,SWC
UJ2024257,Bhekumuzi,Howard,bhekumuzi.howard@student.uj.ac.za,2002-12-16,2712867922,"458 Street, SWC Campus",FMS,Microbiology,1,2021-12-27,ACTIVE,SWC
UJ2024258,Omphemetse,Williams,omphemetse.williams@student.uj.ac.za,2000-03-21,2713414497,"527 Street, DFC Campus",FHES,Dentistry,4,2023-03-27,ACTIVE,DFC
UJ2024259,Sipho,Henderson,sipho.henderson@student.uj.ac.za,2003-06-26,2761239606,"220 Street, SWC Campus",FEDU,Early Childhood Development,3,2021-11-12,ACTIVE,SWC
UJ2024260,Innocent,Bennett,innocent.bennett@student.uj.ac.za,2006-11-21,2764092617,"109 Street, DFC Campus",FLM,Legal Studies,3,2021-03-03,ACTIVE,DFC
UJ2024261,Kagiso,Cook,kagiso.cook@student.uj.ac.za,2001-03-27,2762774046,"385 Street, SWC Campus",FEDU,Education,1,2022-10-06,ACTIVE,SWC
UJ2024262,Fumani,Barnes,fumani.barnes@student.uj.ac.za,2000-10-08,2786986031,"374 Street, APB Campus",FCBE,Finance,1,2021-11-19,ACTIVE,APB
UJ2024263,James,Thompson,james.thompson@student.uj.ac.za,2003-10-28,2795404778,"901 Street, APK Campus",FEBE,Civil Engineering,3,2023-09-25,ACTIVE,APK
UJ2024264,Khanyisile,Robinson,khanyisile.robinson@student.uj.ac.za,2002-02-08,2766490743,"379 Street, DFC Campus",FADA,Architecture,1,2022-05-17,ACTIVE,DFC
UJ2024265,Queency,Watson,queency.watson@student.uj.ac.za,2003-08-02,2767901971,"890 Street, DFC Campus",FHES,Pharmacy,3,2020-09-18,ACTIVE,DFC
UJ2024266,Kgosi,Clark,kgosi.clark@student.uj.ac.za,2001-08-04,2769761967,"190 Street, APB Campus",FEBE,Civil Engineering,3,2022-05-21,ACTIVE,APB
UJ2024267,Nkosinathi,Wilson,nkosinathi.wilson@student.uj.ac.za,2004-03-08,2778658923,"502 Street, SWC Campus",FHSS,Psychology,2,2020-01-28,ACTIVE,SWC
UJ2024268,Qhawe,Alexander,qhawe.alexander@student.uj.ac.za,2005-01-10,2728890513,"844 Street, SWC Campus",FHSS,Psychology,2,2021-04-21,ACTIVE,SWC
UJ2024269,Rebecca,Walker,rebecca.walker@student.uj.ac.za,2006-10-18,2791002444,"746 Street, SWC Campus",FNS,Public Health,2,2020-05-21,ACTIVE,SWC
UJ2024270,Andile,Carter,andile.carter@student.uj.ac.za,2003-10-12,2770112753,"367 Street, APK Campus",FADA,Architecture,2,2022-03-19,ACTIVE,APK
UJ2024271,Qinisela,Harris,qinisela.harris@student.uj.ac.za,2006-07-17,2747903674,"521 Street, SWC Campus",FHSS,Anthropology,1,2023-06-02,ACTIVE,SWC
UJ2024272,Zachariah,Bailey,zachariah.bailey@student.uj.ac.za,2003-05-18,2782106571,"47 Street, APK Campus",FHSS,Anthropology,2,2021-04-28,ACTIVE,APK
UJ2024273,Nandi,Price,nandi.price@student.uj.ac.za,2003-07-04,2790525355,"279 Street, APK Campus",FHSS,Political Science,3,2020-09-01,ACTIVE,APK
UJ2024274,Olivia,Williams,olivia.williams@student.uj.ac.za,2001-11-14,2732282513,"142 Street, SWC Campus",FLM,Forensic Science,4,2021-04-01,GRADUATED,SWC
UJ2024275,Xolani,Sanders,xolani.sanders@student.uj.ac.za,2004-04-23,2799061918,"76 Street, APK Campus",FNS,Midwifery,4,2023-06-06,ACTIVE,APK
UJ2024276,Olivia,Brooks,olivia.brooks@student.uj.ac.za,2001-04-07,2722249378,"927 Street, DFC Campus",FEDU,Education,1,2021-12-22,ACTIVE,DFC
UJ2024277,Sarah,Jenkins,sarah.jenkins@student.uj.ac.za,2003-12-13,2753557669,"130 Street, APB Campus",FADA,Architecture,1,2023-12-19,ACTIVE,APB
UJ2024278,Xola,Baker,xola.baker@student.uj.ac.za,2002-08-14,2767187304,"641 Street, DFC Campus",FADA,Graphic Design,3,2022-02-27,SUSPENDED,DFC
UJ2024279,Buhle,Walker,buhle.walker@student.uj.ac.za,2006-09-19,2727144329,"322 Street, APK Campus",FCBE,Finance,3,2021-05-05,ACTIVE,APK
UJ2024280,Xavier,Long,xavier.long@student.uj.ac.za,2006-10-14,2750638720,"266 Street, DFC Campus",FADA,Interior Design,4,2023-06-16,ACTIVE,DFC
UJ2024281,Michael,Brooks,michael.brooks@student.uj.ac.za,2005-05-18,2750816819,"36 Street, APB Campus",FHSS,Anthropology,4,2021-05-17,GRADUATED,APB
UJ2024282,Sipho,Turner,sipho.turner@student.uj.ac.za,2003-08-16,2768244959,"789 Street, APB Campus",FEBE,Civil Engineering,1,2020-07-14,ACTIVE,APB
UJ2024283,Bonga,Bailey,bonga.bailey@student.uj.ac.za,2002-08-05,2765492843,"540 Street, DFC Campus",FHES,Pharmacy,2,2022-03-15,ACTIVE,DFC
UJ2024284,Hope,Watson,hope.watson@student.uj.ac.za,2000-04-27,2730236195,"978 Street, SWC Campus",FADA,Urban Planning,3,2020-12-22,ACTIVE,SWC
UJ2024285,William,Carter,william.carter@student.uj.ac.za,2002-07-16,2734637397,"164 Street, SWC Campus",FLM,Forensic Science,2,2023-10-05,ACTIVE,SWC
UJ2024286,Yolanda,Morris,yolanda.morris@student.uj.ac.za,2003-10-02,2713467764,"819 Street, APK Campus",FLM,Law,1,2023-08-03,ACTIVE,APK
UJ2024287,Enoch,Sanders,enoch.sanders@student.uj.ac.za,2003-02-05,2718394824,"384 Street, DFC Campus",FNS,Midwifery,2,2022-09-23,ACTIVE,DFC
UJ2024288,Nompumelelo,Simmons,nompumelelo.simmons@student.uj.ac.za,2000-03-10,2758174653,"800 Street, APB Campus",FMS,Medical Science,4,2021-08-11,ACTIVE,APB
UJ2024289,Sipho,Bailey,sipho.bailey@student.uj.ac.za,2006-05-08,2798721644,"85 Street, APK Campus",FCBE,Business Administration,3,2022-05-02,ACTIVE,APK
UJ2024290,Palesa,Kelly,palesa.kelly@student.uj.ac.za,2006-12-11,2779967568,"386 Street, DFC Campus",FHSS,Sociology,2,2023-03-23,SUSPENDED,DFC
UJ2024291,Mpho,Foster,mpho.foster@student.uj.ac.za,2005-07-18,2796589179,"388 Street, DFC Campus",FEBE,Computer Engineering,3,2021-09-27,ACTIVE,DFC
UJ2024292,Anele,Butler,anele.butler@student.uj.ac.za,2004-09-01,2753997258,"849 Street, APK Campus",FADA,Architecture,4,2020-12-05,GRADUATED,APK
UJ2024293,Zanele,Powell,zanele.powell@student.uj.ac.za,1999-10-03,2722658406,"319 Street, DFC Campus",FEDU,Special Needs Education,2,2020-09-19,ACTIVE,DFC
UJ2024294,Kgosi,Smith,kgosi.smith@student.uj.ac.za,2001-09-14,2733100059,"658 Street, SWC Campus",FHSS,Anthropology,1,2021-07-04,ACTIVE,SWC
UJ2024295,Nathan,Morris,nathan.morris@student.uj.ac.za,2005-08-01,2746028703,"955 Street, DFC Campus",FEBE,Computer Engineering,2,2021-11-08,ACTIVE,DFC
UJ2024296,Buhle,Collins,buhle.collins@student.uj.ac.za,2005-02-17,2756729234,"654 Street, APB Campus",FEDU,Curriculum Studies,3,2023-05-03,ACTIVE,APB
UJ2024297,Ursula,Mitchell,ursula.mitchell@student.uj.ac.za,2001-05-05,2737068524,"995 Street, APB Campus",FEBE,Electrical Engineering,3,2023-08-15,ACTIVE,APB
UJ2024298,Jabulani,Sanchez,jabulani.sanchez@student.uj.ac.za,2000-09-25,2794110350,"579 Street, APK Campus",FEDU,Early Childhood Development,3,2023-02-17,ACTIVE,APK
UJ2024299,Fikile,Peterson,fikile.peterson@student.uj.ac.za,2005-05-06,2761229672,"72 Street, SWC Campus",FLM,Law,1,2022-09-26,ACTIVE,SWC
UJ2024300,Hope,Bryant,hope.bryant@student.uj.ac.za,2004-09-11,2730600854,"289 Street, APK Campus",FCBE,Finance,3,2023-08-16,ACTIVE,APK
UJ2024301,Fikile,Wright,fikile.wright@student.uj.ac.za,2006-06-14,2778267622,"641 Street, APK Campus",FHES,Nursing,4,2023-01-13,GRADUATED,APK
UJ2024302,Nandi,Wright,nandi.wright@student.uj.ac.za,2004-11-14,2799192334,"278 Street, SWC Campus",FLM,Legal Studies,3,2020-06-01,ACTIVE,SWC
UJ2024303,Bongani,Morris,bongani.morris@student.uj.ac.za,2006-01-24,2711365071,"581 Street, SWC Campus",FEDU,Curriculum Studies,1,2021-06-10,ACTIVE,SWC
UJ2024304,Abigail,Brown,abigail.brown@student.uj.ac.za,2005-02-10,2711527955,"949 Street, DFC Campus",FADA,Fine Arts,4,2022-10-11,ACTIVE,DFC
UJ2024305,Queency,Hughes,queency.hughes@student.uj.ac.za,2002-12-05,2725251984,"57 Street, APB Campus",FEDU,Early Childhood Development,3,2021-02-20,ACTIVE,APB
UJ2024306,Liyana,Gonzalez,liyana.gonzalez@student.uj.ac.za,2002-09-16,2763328388,"210 Street, DFC Campus",FADA,Fine Arts,4,2023-04-13,GRADUATED,DFC
UJ2024307,Phindile,Patterson,phindile.patterson@student.uj.ac.za,2005-05-05,2742315262,"556 Street, SWC Campus",FEDU,Education,1,2021-06-11,SUSPENDED,SWC
UJ2024308,Catherine,Phillips,catherine.phillips@student.uj.ac.za,2000-10-21,2763638825,"192 Street, APB Campus",FEDU,Education,2,2022-02-15,ACTIVE,APB
UJ2024309,Michael,Martinez,michael.martinez@student.uj.ac.za,2003-05-12,2739632663,"351 Street, APK Campus",FEBE,Mechanical Engineering,2,2022-04-21,ACTIVE,APK
UJ2024310,Thulisile,Cook,thulisile.cook@student.uj.ac.za,2002-11-28,2729287591,"817 Street, APB Campus",FNS,Public Health,3,2022-08-16,ACTIVE,APB
